"","Pathway","Pathway.STID","Reaction","Reaction.STID","UniProtID","Oryza.sativa","Actinidia.chinensis","Aegilops.tauschii","Amborella.trichopoda","Arabidopsis.halleri","Arabidopsis.lyrata","Arabidopsis.thaliana","Arachis.duranensis","Arachis.ipaensis","Beta.vulgaris","Brachypodium.distachyon","Brassica.napus","Brassica.oleracea","Brassica.rapa","Cajanus.cajan","Capsicum.annuum","Chlamydomonas.reinhardtii","Chondrus.crispus","Cicer.arietinum","Citrus.sinensis","Coffea.canephora","Corchorus.capsularis","Cucumis.sativus","Cyanidioschyzon.merolae","Danio.rerio","Daucus.carota","Dioscorea.rotundata","Erythranthe.guttata","Eucalyptus.grandis","Fragaria.vesca","Galdieria.sulphuraria","Glycine.max","Gossypium.raimondii","Helianthus.annuus","Hordeum.vulgare","Jatropha.curcas","Leersia.perrieri","Lupinus.angustifolius","Malus.domestica","Manihot.esculenta","Medicago.truncatula","Musa.acuminata","Nicotiana.attenuata","Oryza.australiensis","Oryza.barthii","Oryza.brachyantha","Oryza.glaberrima","Oryza.glumaepatula","Oryza.longistaminata","Oryza.meridionalis","Oryza.meyeriana.var..granulata","Oryza.minuta","Oryza.nivara","Oryza.officinalis","Oryza.punctata","Oryza.rufipogon","Oryza.sativa.1","Oryza.sativa.aus.subgroup","Oryza.sativa.Indica.Group","Ostreococcus.lucimarinus","Panicum.hallii.FIL2","Panicum.hallii.var..hallii.HAL2","Phaseolus.vulgaris","Phoenix.dactylifera","Physcomitrella.patens","Picea.abies","Pinus.taeda","Populus.trichocarpa","Prunus.persica","Selaginella.moellendorffii","Setaria.italica","Solanum.lycopersicum","Solanum.tuberosum","Sorghum.bicolor","Synechocystis.sp..PCC.6803","Theobroma.cacao","Trifolium.pratense","Triticum.aestivum","Triticum.dicoccoides","Triticum.turgidum","Triticum.urartu","Vigna.angularis","Vigna.radiata","Vitis.vinifera","Zea.mays"
"626","Recognition of fungal and bacterial pathogens and immunity response","R-OSA-9611432","phosphorylation of RBOHB in response to pathogens","R-OSA-9611515","Q5ZAJ0, Q9SSX0",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"627","Recognition of fungal and bacterial pathogens and immunity response","R-OSA-9611432","Fungal recognition step 2: CEBiP:chitin activates CERK1","R-OSA-9611571","A0A0P0XII1, Q5N780, Q8H8C7",3,0,3,0,0,0,0,9,10,0,2,0,0,0,9,7,0,0,12,4,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,8,0,0,0,0,4,3,3,3,3,3,0,9,27,3,24,4,3,0,3,3,0,2,3,0,8,0,16,9,0,0,0,3,0,0,3,0,0,0,11,7,16,3,0,0,0,3
"628","Recognition of fungal and bacterial pathogens and immunity response","R-OSA-9611432","Fungal recognition by LYP4 step 3: activation of Rac1","R-OSA-9611522","A0A0P0XII1, Q5N780, Q67UE8, Q9SSX0",4,5,4,2,3,2,2,0,11,5,0,4,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,5,5,4,0,0,4,0,5,10,4,3,0,4,4,4,3,4,4,0,32,4,0,0,4,0,3,4,0,3,4,5,9,0,0,10,4,4,0,4,6,5,4,0,4,9,14,9,0,3,4,4,4,4
"629","Recognition of fungal and bacterial pathogens and immunity response","R-OSA-9611432","Bacterial pathogen recognition by LYP6 step1 ","R-OSA-9611559","Q69T51",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630","Recognition of fungal and bacterial pathogens and immunity response","R-OSA-9611432","fungal pathogen recognition step1 by LYP4","R-OSA-9611560","Q67UE8",1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,1,1,1,0,1,1,2,4,1,1,1,1,0,0,1,0,1,1,0,2,0,5,1,0,0,2,1,0,0,1,0,0,0,3,2,4,0,0,0,0,1
"631","Recognition of fungal and bacterial pathogens and immunity response","R-OSA-9611432","fungal pathogen recognition step1 by LYP6","R-OSA-9611435","Q69T51",1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,1,1,1,1,1,1,2,4,1,1,1,1,0,0,1,0,1,1,0,2,0,5,1,0,0,0,1,0,0,1,0,0,0,3,2,4,0,0,0,0,1
"632","Recognition of fungal and bacterial pathogens and immunity response","R-OSA-9611432","RBOHB generate superoxide in plasma membrane in response to biotic stress","R-OSA-9611507","Q5ZAJ0",1,0,2,0,1,1,1,3,2,1,1,2,2,1,2,1,0,0,2,1,1,1,1,0,0,2,0,0,0,1,0,4,1,0,1,0,1,2,3,1,2,1,1,4,1,1,0,1,1,0,2,2,1,1,1,1,0,0,1,0,1,1,2,0,0,0,0,1,1,0,2,1,1,1,0,1,2,6,4,0,2,2,2,1,2
"633","Recognition of fungal and bacterial pathogens and immunity response","R-OSA-9611432","ubiquitination of SDS2","R-OSA-9611486","Q0IMG9, Q5ZAV5",2,0,0,0,6,6,6,17,0,0,0,22,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"634","Recognition of fungal and bacterial pathogens and immunity response","R-OSA-9611432","Superoxide dismutase cytosol","R-OSA-1120097","A2XGP6, P28756, P28757, Q0D3U5, Q0DRV6, Q10LG5, Q7M238",2,4,1,1,1,1,1,2,1,1,1,2,1,0,4,2,0,0,4,5,2,1,2,0,0,3,0,0,0,2,0,2,2,2,2,0,2,2,2,2,1,1,1,2,2,1,2,2,2,2,6,19,1,6,2,1,0,1,1,0,2,2,1,4,1,1,2,2,1,1,2,1,1,2,0,2,2,2,2,3,0,1,1,2,3
"635","Recognition of fungal and bacterial pathogens and immunity response","R-OSA-9611432","dephosphorylation of Rac1:GTP","R-OSA-9611415","Q9SSX0",1,1,1,1,2,1,1,0,1,1,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,1,1,0,0,1,0,2,1,3,1,0,1,1,1,1,1,1,0,2,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,2,2,1,0,1,1,3,2,0,1,1,1,1,1
"636","Recognition of fungal and bacterial pathogens and immunity response","R-OSA-9611432","Bacterial pathogen recognition by LYP4 step1 ","R-OSA-9611480","Q67UE8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"637","Recognition of fungal and bacterial pathogens and immunity response","R-OSA-9611432","phosphorylation of RBOHB by SDS2 complex","R-OSA-9611461","Q5ZAJ0, Q65XV8",2,0,3,0,0,0,0,6,5,0,2,0,0,0,6,2,0,0,14,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,2,0,7,0,0,4,0,9,2,2,0,2,2,0,8,5,2,4,2,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,9,6,0,3,0,0,0,3
"638","Recognition of fungal and bacterial pathogens and immunity response","R-OSA-9611432","Bacterial infection step 2: association of LYP4:peptidoglycan with CERK1 leading to CERK1 phosphorylation.","R-OSA-9611414","A0A0P0XII1, Q5N780, Q67UE8",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"639","Recognition of fungal and bacterial pathogens and immunity response","R-OSA-9611432","Bacterial pathogen recognition by LYP4 step 3: activation of Rac1 ","R-OSA-9611501","A0A0P0XII1, Q5N780, Q67UE8, Q9SSX0",4,5,4,2,3,2,2,0,11,5,0,4,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,5,5,4,0,0,4,0,5,10,4,3,0,4,4,4,3,4,4,0,32,4,0,0,4,0,3,4,0,3,4,5,9,0,0,10,4,4,0,4,6,5,4,0,4,9,14,9,0,3,4,4,4,4
"640","Recognition of fungal and bacterial pathogens and immunity response","R-OSA-9611432","fungal pathogen recognition step1 by CEBiP","R-OSA-9611532","Q8H8C7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641","Recognition of fungal and bacterial pathogens and immunity response","R-OSA-9611432","Bacterial infection step 2: association of LYP6:peptidoglycan with CERK1 leading to phosphorylation of CERK1","R-OSA-9611550","A0A0P0XII1, Q5N780, Q69T51",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"642","Recognition of fungal and bacterial pathogens and immunity response","R-OSA-9611432","phosphorylation of RLCK176","R-OSA-9611525","Q5ZAV5, Q65XV8",2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"643","Recognition of fungal and bacterial pathogens and immunity response","R-OSA-9611432","Fungal recognition step 2: LYP4:chitin activates CERK1 ","R-OSA-9611566","A0A0P0XII1, Q5N780, Q67UE8",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"644","Recognition of fungal and bacterial pathogens and immunity response","R-OSA-9611432","phosphorylation of RLCK118","R-OSA-9611520","Q10BD9, Q5ZAV5",2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"645","Recognition of fungal and bacterial pathogens and immunity response","R-OSA-9611432","Bacterial recognition by LYP6 step3:activation of Rac1 by LYP6:phospho-CERK1:RacGEF1 ","R-OSA-9611585","A0A0P0XII1, Q5N780, Q69T51, Q9SSX0",4,5,4,2,3,2,2,0,11,5,0,4,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,5,5,4,0,0,4,0,5,10,4,3,0,4,4,4,4,4,4,0,32,4,0,0,4,0,3,4,0,3,4,5,9,0,0,10,4,4,0,4,6,5,4,0,4,9,14,9,0,3,4,4,4,4
"646","Recycling of eIF2:GDP","R-OSA-1112965","eIF2 activation","R-OSA-1113161","A2XFL2, A2XK32, A2YQ73, A2Z6W2, A3AKT9, B7F4V3, B8AEV8, B8ANY9, B8B633, B8BMX0, B8BN13, B8BNF7, B8BPS0, B9FT36, B9FUX1, B9GC51, B9GE66, Q0DQ10, Q0IN89, Q0IXX7, Q10G37, Q10LV8, Q10LV9, Q10MT2, Q2QM52, Q2QME5, Q2QQD9, Q2QWZ1, Q2WEA7, Q338M7, Q338M8, Q5Z6D2, Q6K3F7, Q7XEY8, Q7XHW8, Q84NQ3",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"647","Recycling of eIF2:GDP","R-OSA-1112965","Formation of eIF2:GDP:eIF2B intermediate","R-OSA-1113148","A2XFL2, A2XK32, A2YQ73, A2Z6W2, A3AKT9, B7F4V3, B8AEV8, B8ANY9, B8B633, B8BMX0, B8BN13, B8BNF7, B8BPS0, B9FT36, B9FUX1, B9GC51, B9GE66, Q0DQ10, Q0IN89, Q0IXX7, Q10G37, Q10LV8, Q10LV9, Q10MT2, Q2QM52, Q2QME5, Q2QQD9, Q2QWZ1, Q2WEA7, Q338M7, Q338M8, Q5Z6D2, Q6K3F7, Q7XEY8, Q7XHW8, Q84NQ3",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"648","Regulation of seed size","R-OSA-9035605","DEP1:RGB1 complex formation","R-OSA-9622212","Q40687, Q67UU9",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"649","Regulation of seed size","R-OSA-9035605","GGC2:RGB1 complex formation","R-OSA-9622227","Q0J586, Q40687",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"650","Regulation of seed size","R-OSA-9035605","BRI1:BAK1 complex formation","R-OSA-9622311","A2XU70, Q5JL97, Q5KS47, Q6S7F1",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"651","Regulation of seed size","R-OSA-9035605","GRF4 and GIF1 (Transcription factor:coactivator) complex formation","R-OSA-9035815","Q6AVI1, Q6ZIK5",2,3,2,2,0,0,0,2,2,2,2,0,0,0,4,5,0,0,7,5,3,0,2,0,0,4,0,0,0,6,0,0,5,6,3,0,2,0,7,3,0,0,2,0,2,2,0,2,0,2,0,0,2,0,2,2,0,0,2,0,2,2,0,5,0,0,4,3,2,0,2,5,5,2,0,2,0,6,2,11,2,0,0,3,2
"652","Regulatory network of nutrient accumulation","R-OSA-9626305","Conversion of Rab5a:GDP into Rab5a:GTP","R-OSA-9626486","Q0ILQ6",1,4,1,1,2,3,2,2,2,1,1,5,3,3,1,4,1,0,2,1,1,1,0,0,0,1,1,0,0,1,0,2,4,2,1,0,1,5,1,1,2,3,1,4,1,1,1,1,1,1,2,4,1,3,1,1,0,1,1,1,1,1,1,5,2,1,1,1,1,2,1,1,2,1,0,1,1,2,1,4,0,1,1,1,1
"653","Regulatory network of nutrient accumulation","R-OSA-9626305","Synthesis of highly branched alpha-glucan","R-OSA-9626368","A0MZ68, A0PIS4, A0PIT1, A1YQH8, A2X5K0, A3BFK1, A7U633, A7U637, A7U638, A7U643, A7U645, B3VDJ4, B3VDJ5, B7EAH2, B8B2L2, B8XEF3, B8XEF4, B8XEF5, B8XEF6, B8XEF9, B8XEG2, B8XEG5, B8XEG8, Q01401, Q0D9D0, Q40663, Q6H6P8, Q8W1B6, Q8W1C0",2,4,2,2,2,2,2,3,3,2,2,5,2,2,2,1,3,1,2,6,2,2,2,1,0,3,0,1,1,1,1,4,3,2,4,1,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,0,0,2,1,2,2,2,4,3,5,4,2,2,4,2,2,1,2,1,2,2,12,5,5,4,2,2,2,2
"654","Regulatory network of nutrient accumulation","R-OSA-9626305","Conversion of amylose to amylopectin","R-OSA-9626473","A0EQD4, A0EQD5, A0EQD9, A0EQE0, A0EQE7, A0EQF8, A0EQG6, A0EQG8, A0EQH1, A0EQH2, A0EQH3, A0EQH5, A2Y8X2, A5Y1Y3, A5Y1Z9, A8QXE5, A8QXE7, A8QXF3, A8QXG3, A8QXG5, B1B5Z0, B1B5Z1, B1B5Z2, B1B5Z3, B3VDJ2, B3VDJ3, B7EHV0, B8XEI6, B8XEI7, B8XEI8, B8XEI9, B8XEJ0, B8XEJ1, B8XEJ2, B8XEJ3, B8XEJ4, B8XEJ5, B8XEJ6, B8XEJ7, B8XEJ8, B8XEJ9, B8XEK0, B8XEK2, B8XEK3, B8XEK5, B8XEK6, B8XEK7, B8XEK9, P0C585, P19395, Q0DEV5, Q42968, Q43012, Q508U7, Q7G097, Q8GZD6, Q94LY7, Q9S7U4, Q9SB03, Q9XHN9",1,2,1,1,1,1,1,0,0,2,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,3,1,1,0,1,4,0,2,2,3,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,2,0,2,0,0,2,2,1,1,1,1,1,1,1,2,3,2,2,0,2,2,2,2
"655","Regulatory network of nutrient accumulation","R-OSA-9626305","Physical interaction of GPA3 with Rab5a via VPS9a","R-OSA-9626466","Q0ILQ6, Q10AZ7, Q10NQ3",3,5,3,3,3,4,3,3,3,3,2,10,5,7,4,5,0,0,4,6,3,2,0,0,0,3,3,0,0,5,0,3,6,5,3,0,2,6,8,4,3,5,2,13,3,2,3,3,4,3,60,13,3,6,2,3,0,0,3,0,3,3,2,8,4,5,0,3,2,4,3,3,4,3,0,3,2,8,4,13,0,2,2,3,2
"656","Regulatory network of nutrient accumulation","R-OSA-9626305","Pho1-Dpe1 complex formation","R-OSA-9626296","B3IYE3, Q8LI30",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"657","Regulatory network of nutrient accumulation","R-OSA-9626305","Physical interaction of GPA3 with VPS9A","R-OSA-9626325","Q10AZ7, Q10NQ3",2,0,2,2,0,0,0,0,0,2,0,0,0,0,3,0,0,0,2,5,2,0,2,0,0,2,2,0,0,4,0,0,2,3,2,0,0,0,7,3,0,2,0,9,2,0,2,2,3,2,58,9,2,3,0,2,0,0,2,0,2,2,0,3,0,4,0,2,0,0,2,2,2,2,0,2,0,6,3,9,0,0,0,2,0
"658","Regulatory network of nutrient accumulation","R-OSA-9626305","Synthesis of amylose","R-OSA-9626348","A0EQD4, A0EQD5, A0EQD9, A0EQE0, A0EQE7, A0EQF8, A0EQG6, A0EQG8, A0EQH1, A0EQH2, A0EQH3, A0EQH5, A2Y8X2, A5Y1Y3, A5Y1Z9, A8QXE5, A8QXE7, A8QXF3, A8QXG3, A8QXG5, B1B5Z0, B1B5Z1, B1B5Z2, B1B5Z3, B3VDJ2, B3VDJ3, B7EHV0, B8XEI6, B8XEI7, B8XEI8, B8XEI9, B8XEJ0, B8XEJ1, B8XEJ2, B8XEJ3, B8XEJ4, B8XEJ5, B8XEJ6, B8XEJ7, B8XEJ8, B8XEJ9, B8XEK0, B8XEK2, B8XEK3, B8XEK5, B8XEK6, B8XEK7, B8XEK9, P0C585, P19395, Q0DEV5, Q42968, Q43012, Q508U7, Q7G097, Q8GZD6, Q94LY7, Q9S7U4, Q9SB03, Q9XHN9",1,2,1,1,1,1,1,0,0,2,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,3,1,1,0,1,4,0,2,2,3,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,2,0,2,0,0,2,2,1,1,1,1,1,1,1,2,3,2,2,0,2,2,2,2
"659","Regulatory network of nutrient accumulation","R-OSA-9626305","Synthesis of amylopectin","R-OSA-9626463","B8B8U4, D0TZF0, O80403, Q0J4C6, Q0JF44, Q84L53",2,1,2,1,2,2,2,2,1,1,1,5,2,2,1,0,0,0,3,4,1,0,1,0,0,1,0,0,0,1,0,1,1,1,2,0,2,1,2,1,1,0,1,0,1,2,2,2,2,2,4,2,2,1,2,2,0,0,2,0,2,2,1,1,2,0,0,1,1,2,2,1,0,2,2,1,1,6,4,0,2,1,0,1,2
"660","Removal of superoxide radicals","R-OSA-1119403","Superoxide dismutase plastid","R-OSA-9607082","A2YY59, A3BVS6, B8B1M4, B8B2C9, P93407, Q0J3N7, Q4VQ67, Q52WX3, Q52WX4, Q5VRL2, Q5VRL3, Q5VSB7, Q7M240, Q9ZWM8",3,4,3,3,3,3,3,3,2,3,3,8,3,5,8,3,0,0,10,18,4,2,3,0,0,3,3,0,0,3,0,7,4,3,3,0,2,4,7,2,3,4,1,10,3,3,3,3,2,3,43,33,3,12,3,3,0,2,3,1,3,3,3,6,2,2,3,4,3,4,3,3,3,3,1,3,3,9,6,8,3,4,4,3,6
"661","Removal of superoxide radicals","R-OSA-1119403","Catalase cytosol","R-OSA-9607073","A2XFC7, A2XFD1, A2YX67, A2YXU4, A3BUY8, B7E6Z4, B7EAG0, B8AGH7, P0C549, Q0E4K1, Q0J3W2, Q10N21, Q6Z7B1, Q6ZJJ1, Q7F1J9, Q7GD96, Q9S7S0, Q9SXL1",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"662","Removal of superoxide radicals","R-OSA-1119403","Superoxide dismutase mt","R-OSA-9607107","B8AWM4, Q0DJ64, Q43008, Q43803",1,3,1,1,2,2,2,1,1,1,1,6,3,3,3,3,1,0,1,4,1,1,1,1,0,2,1,0,0,1,1,2,2,2,1,0,1,2,1,2,1,4,1,2,1,1,1,1,0,1,2,3,1,2,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,1,1,1,1,0,1,1,3,1,2,1,1,1,2,2
"663","Response to Aluminum stress","R-OSA-9639136","Influx of Al3+","R-OSA-9639149","",1,2,0,0,0,0,0,3,3,1,0,0,0,0,3,3,0,0,7,6,5,1,1,0,0,2,2,0,0,2,0,1,5,3,0,0,1,1,6,3,2,3,1,2,1,1,1,1,1,1,3,4,1,2,1,1,0,0,1,1,1,1,1,4,0,9,12,4,1,0,1,1,1,1,0,2,1,0,1,6,1,1,1,2,1
"664","Response to Aluminum stress","R-OSA-9639136","Influx of Mg++","R-OSA-9639212","",1,1,1,3,1,1,1,3,3,1,1,3,1,2,1,1,0,0,1,3,4,1,1,0,0,2,2,0,0,2,0,3,2,4,2,0,1,1,1,2,2,2,0,1,1,1,1,1,1,1,5,3,1,2,1,1,0,2,1,1,1,1,1,2,1,2,0,2,2,2,1,1,1,1,0,1,1,6,2,2,1,2,1,1,0
"665","Response to Aluminum stress","R-OSA-9639136","Efflux of citrate","R-OSA-9639173","",1,0,1,0,0,0,0,2,2,0,1,0,0,0,3,3,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,10,1,1,1,1,1,1,8,4,1,5,1,1,0,0,1,0,1,1,0,2,3,1,0,0,0,0,1,0,0,1,1,0,0,3,2,3,1,0,0,0,1
"666","Response to Aluminum stress","R-OSA-9639136","Chelation of Al by peptide","R-OSA-9639184","",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"667","Response to Aluminum stress","R-OSA-9639136","Efflux of UDP-Glucose","R-OSA-9639081","",2,4,4,2,3,2,2,3,3,2,2,6,2,3,5,6,0,0,2,5,5,2,2,1,0,2,2,0,0,3,0,3,2,2,2,0,2,2,9,3,2,2,2,23,2,2,2,2,1,2,70,32,2,6,2,2,0,5,2,0,5,4,2,6,2,14,62,3,2,4,1,3,3,3,34,2,2,10,8,30,2,2,2,2,2
"668","Response to Aluminum stress","R-OSA-9639136","Sequesteration of Al","R-OSA-9639114","",1,4,1,2,1,1,1,1,1,1,1,2,1,1,1,2,0,0,2,3,2,2,1,0,0,2,1,0,0,0,1,2,3,2,2,0,1,1,1,1,0,1,2,5,1,1,1,1,1,1,2,8,1,2,1,1,0,1,1,0,1,1,1,2,1,1,1,6,0,2,1,1,1,1,3,0,0,6,2,3,1,1,1,2,1
"669","Response to cold temperature","R-OSA-8879007","sumoylation of ICE1 mediated by SIZ1 homolog","R-OSA-8879036","Q5JK17, Q6ASW7, Q6L4L4",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"670","Response to cold temperature","R-OSA-8879007","ubiquitinylation of ICE1 mediated by HOS1 homolog","R-OSA-8879015","I3QK18, Q5JK17",2,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,2
"671","Resveratrol biosynthesis","R-OSA-1119630","4-coumaroyl-CoA+coumaroyl-CoA+malonyl-CoA->bis-noryangonin+coenzyme A+CO2","R-OSA-1121663","A2YJG3, Q8H4L3",1,4,2,1,1,1,1,1,1,7,0,9,7,5,7,5,0,0,4,1,2,3,1,0,0,3,1,0,0,2,0,0,5,4,2,0,0,8,5,6,21,6,2,2,0,0,1,1,0,1,4,3,0,0,0,0,0,6,1,0,0,0,8,3,23,9,14,6,4,4,3,2,3,1,0,2,12,10,7,9,2,9,3,3,0
