"UniProtID","PathwayID","Pathway.name","reaction.ID","Plant.Reactome.webcite","Reaction.name","plant.species"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-MTR-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-MTR-9607172","Phosphorylation of RBOHH","Medicago truncatula"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-NAT-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-NAT-9607172","Phosphorylation of RBOHH","Nicotiana attenuata"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-OBA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OBA-9607172","Phosphorylation of RBOHH","Oryza barthii"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-OBR-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OBR-9607172","Phosphorylation of RBOHH","Oryza brachyantha"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-OGL-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OGL-9607172","Phosphorylation of RBOHH","Oryza glaberrima"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-OGU-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OGU-9607172","Phosphorylation of RBOHH","Oryza glumaepatula"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-OLO-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OLO-9607172","Phosphorylation of RBOHH","Oryza longistaminata"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-OME-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OME-9607172","Phosphorylation of RBOHH","Oryza meridionalis"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-ONI-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-ONI-9607172","Phosphorylation of RBOHH","Oryza nivara"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-OPU-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OPU-9607172","Phosphorylation of RBOHH","Oryza punctata"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-ORU-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-ORU-9607172","Phosphorylation of RBOHH","Oryza rufipogon"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-OSA-5221137","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5221137","CPK6-like + 6 Ca++ -> activated CPK6-like","Oryza sativa"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-OSA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-9607172","Phosphorylation of RBOHH","Oryza sativa"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-OSI-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSI-9607172","Phosphorylation of RBOHH","Oryza sativa Indica Group"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-PPE-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-PPE-9607172","Phosphorylation of RBOHH","Prunus persica"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-PTI-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-PTI-9607172","Phosphorylation of RBOHH","Populus trichocarpa"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-PVU-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-PVU-9607172","Phosphorylation of RBOHH","Phaseolus vulgaris"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-SBI-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-SBI-9607172","Phosphorylation of RBOHH","Sorghum bicolor"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-SIT-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-SIT-9607172","Phosphorylation of RBOHH","Setaria italica"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-SLY-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-SLY-9607172","Phosphorylation of RBOHH","Solanum lycopersicum"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-STU-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-STU-9607172","Phosphorylation of RBOHH","Solanum tuberosum"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-TAE-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9607172","Phosphorylation of RBOHH","Triticum aestivum"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-TCA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-TCA-9607172","Phosphorylation of RBOHH","Theobroma cacao"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-TDI-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-TDI-9607172","Phosphorylation of RBOHH","Triticum dicoccoides"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-TPR-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-TPR-9607172","Phosphorylation of RBOHH","Trifolium pratense"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-TTU-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-TTU-9607172","Phosphorylation of RBOHH","Triticum turgidum"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-TUR-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-TUR-9607172","Phosphorylation of RBOHH","Triticum urartu"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-VAN-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-VAN-9607172","Phosphorylation of RBOHH","Vigna angularis"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-VRA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-VRA-9607172","Phosphorylation of RBOHH","Vigna radiata"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-VVN-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-VVN-9607172","Phosphorylation of RBOHH","Vitis vinifera"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-CCP-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-CCP-9607172","Phosphorylation of RBOHH","Corchorus capsularis"
"Q9FXQ3","R-CSA-9607185","Generation of superoxide radicals","R-ZMA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-ZMA-9607172","Phosphorylation of RBOHH","Zea mays"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-AHA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-AHA-9607172","Phosphorylation of RBOHH","Arabidopsis halleri"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-ATA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-ATA-9607172","Phosphorylation of RBOHH","Aegilops tauschii"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-ATH-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-ATH-9607172","Phosphorylation of RBOHH","Arabidopsis thaliana"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-BDI-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-BDI-9607172","Phosphorylation of RBOHH","Brachypodium distachyon"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-ALY-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-ALY-9607172","Phosphorylation of RBOHH","Arabidopsis lyrata"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-BOL-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-BOL-9607172","Phosphorylation of RBOHH","Brassica oleracea"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-BRA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-BRA-9607172","Phosphorylation of RBOHH","Brassica rapa"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-BVU-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-BVU-9607172","Phosphorylation of RBOHH","Beta vulgaris"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-BNA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-BNA-9607172","Phosphorylation of RBOHH","Brassica napus"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-CSA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-CSA-9607172","Phosphorylation of RBOHH","Cucumis sativus"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-DCA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-DCA-9607172","Phosphorylation of RBOHH","Daucus carota"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-GMA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-GMA-9607172","Phosphorylation of RBOHH","Glycine max"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-GRA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-GRA-9607172","Phosphorylation of RBOHH","Gossypium raimondii"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-HVU-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-HVU-9607172","Phosphorylation of RBOHH","Hordeum vulgare"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-LAN-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-LAN-9607172","Phosphorylation of RBOHH","Lupinus angustifolius"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-LPE-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-LPE-9607172","Phosphorylation of RBOHH","Leersia perrieri"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-MAC-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-MAC-9607172","Phosphorylation of RBOHH","Musa acuminata"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-MES-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-MES-9607172","Phosphorylation of RBOHH","Manihot esculenta"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-MTR-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-MTR-9607172","Phosphorylation of RBOHH","Medicago truncatula"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-NAT-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-NAT-9607172","Phosphorylation of RBOHH","Nicotiana attenuata"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-OBA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OBA-9607172","Phosphorylation of RBOHH","Oryza barthii"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-OBR-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OBR-9607172","Phosphorylation of RBOHH","Oryza brachyantha"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-OGL-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OGL-9607172","Phosphorylation of RBOHH","Oryza glaberrima"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-OGU-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OGU-9607172","Phosphorylation of RBOHH","Oryza glumaepatula"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-OLO-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OLO-9607172","Phosphorylation of RBOHH","Oryza longistaminata"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-OME-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OME-9607172","Phosphorylation of RBOHH","Oryza meridionalis"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-ONI-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-ONI-9607172","Phosphorylation of RBOHH","Oryza nivara"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-OPU-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OPU-9607172","Phosphorylation of RBOHH","Oryza punctata"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-ORU-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-ORU-9607172","Phosphorylation of RBOHH","Oryza rufipogon"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-OSA-5221137","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5221137","CPK6-like + 6 Ca++ -> activated CPK6-like","Oryza sativa"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-OSA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-9607172","Phosphorylation of RBOHH","Oryza sativa"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-OSI-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSI-9607172","Phosphorylation of RBOHH","Oryza sativa Indica Group"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-PPE-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-PPE-9607172","Phosphorylation of RBOHH","Prunus persica"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-PTI-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-PTI-9607172","Phosphorylation of RBOHH","Populus trichocarpa"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-PVU-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-PVU-9607172","Phosphorylation of RBOHH","Phaseolus vulgaris"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-SBI-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-SBI-9607172","Phosphorylation of RBOHH","Sorghum bicolor"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-SIT-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-SIT-9607172","Phosphorylation of RBOHH","Setaria italica"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-SLY-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-SLY-9607172","Phosphorylation of RBOHH","Solanum lycopersicum"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-STU-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-STU-9607172","Phosphorylation of RBOHH","Solanum tuberosum"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-TAE-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9607172","Phosphorylation of RBOHH","Triticum aestivum"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-TCA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-TCA-9607172","Phosphorylation of RBOHH","Theobroma cacao"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-TDI-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-TDI-9607172","Phosphorylation of RBOHH","Triticum dicoccoides"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-TPR-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-TPR-9607172","Phosphorylation of RBOHH","Trifolium pratense"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-TTU-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-TTU-9607172","Phosphorylation of RBOHH","Triticum turgidum"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-TUR-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-TUR-9607172","Phosphorylation of RBOHH","Triticum urartu"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-VAN-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-VAN-9607172","Phosphorylation of RBOHH","Vigna angularis"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-VRA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-VRA-9607172","Phosphorylation of RBOHH","Vigna radiata"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-VVN-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-VVN-9607172","Phosphorylation of RBOHH","Vitis vinifera"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-CCP-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-CCP-9607172","Phosphorylation of RBOHH","Corchorus capsularis"
"Q9FXQ3","R-DCA-9607185","Generation of superoxide radicals","R-ZMA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-ZMA-9607172","Phosphorylation of RBOHH","Zea mays"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-AHA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-AHA-9607172","Phosphorylation of RBOHH","Arabidopsis halleri"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-ATA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-ATA-9607172","Phosphorylation of RBOHH","Aegilops tauschii"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-ATH-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-ATH-9607172","Phosphorylation of RBOHH","Arabidopsis thaliana"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-BDI-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-BDI-9607172","Phosphorylation of RBOHH","Brachypodium distachyon"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-ALY-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-ALY-9607172","Phosphorylation of RBOHH","Arabidopsis lyrata"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-BOL-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-BOL-9607172","Phosphorylation of RBOHH","Brassica oleracea"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-BRA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-BRA-9607172","Phosphorylation of RBOHH","Brassica rapa"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-BVU-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-BVU-9607172","Phosphorylation of RBOHH","Beta vulgaris"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-BNA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-BNA-9607172","Phosphorylation of RBOHH","Brassica napus"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-CSA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-CSA-9607172","Phosphorylation of RBOHH","Cucumis sativus"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-DCA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-DCA-9607172","Phosphorylation of RBOHH","Daucus carota"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-GMA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-GMA-9607172","Phosphorylation of RBOHH","Glycine max"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-GRA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-GRA-9607172","Phosphorylation of RBOHH","Gossypium raimondii"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-HVU-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-HVU-9607172","Phosphorylation of RBOHH","Hordeum vulgare"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-LAN-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-LAN-9607172","Phosphorylation of RBOHH","Lupinus angustifolius"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-LPE-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-LPE-9607172","Phosphorylation of RBOHH","Leersia perrieri"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-MAC-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-MAC-9607172","Phosphorylation of RBOHH","Musa acuminata"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-MES-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-MES-9607172","Phosphorylation of RBOHH","Manihot esculenta"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-MTR-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-MTR-9607172","Phosphorylation of RBOHH","Medicago truncatula"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-NAT-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-NAT-9607172","Phosphorylation of RBOHH","Nicotiana attenuata"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-OBA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OBA-9607172","Phosphorylation of RBOHH","Oryza barthii"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-OBR-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OBR-9607172","Phosphorylation of RBOHH","Oryza brachyantha"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-OGL-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OGL-9607172","Phosphorylation of RBOHH","Oryza glaberrima"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-OGU-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OGU-9607172","Phosphorylation of RBOHH","Oryza glumaepatula"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-OLO-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OLO-9607172","Phosphorylation of RBOHH","Oryza longistaminata"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-OME-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OME-9607172","Phosphorylation of RBOHH","Oryza meridionalis"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-ONI-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-ONI-9607172","Phosphorylation of RBOHH","Oryza nivara"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-OPU-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OPU-9607172","Phosphorylation of RBOHH","Oryza punctata"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-ORU-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-ORU-9607172","Phosphorylation of RBOHH","Oryza rufipogon"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-OSA-5221137","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5221137","CPK6-like + 6 Ca++ -> activated CPK6-like","Oryza sativa"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-OSA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-9607172","Phosphorylation of RBOHH","Oryza sativa"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-OSI-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSI-9607172","Phosphorylation of RBOHH","Oryza sativa Indica Group"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-PPE-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-PPE-9607172","Phosphorylation of RBOHH","Prunus persica"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-PTI-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-PTI-9607172","Phosphorylation of RBOHH","Populus trichocarpa"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-PVU-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-PVU-9607172","Phosphorylation of RBOHH","Phaseolus vulgaris"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-SBI-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-SBI-9607172","Phosphorylation of RBOHH","Sorghum bicolor"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-SIT-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-SIT-9607172","Phosphorylation of RBOHH","Setaria italica"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-SLY-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-SLY-9607172","Phosphorylation of RBOHH","Solanum lycopersicum"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-STU-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-STU-9607172","Phosphorylation of RBOHH","Solanum tuberosum"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-TAE-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9607172","Phosphorylation of RBOHH","Triticum aestivum"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-TCA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-TCA-9607172","Phosphorylation of RBOHH","Theobroma cacao"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-TDI-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-TDI-9607172","Phosphorylation of RBOHH","Triticum dicoccoides"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-TPR-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-TPR-9607172","Phosphorylation of RBOHH","Trifolium pratense"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-TTU-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-TTU-9607172","Phosphorylation of RBOHH","Triticum turgidum"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-TUR-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-TUR-9607172","Phosphorylation of RBOHH","Triticum urartu"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-VAN-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-VAN-9607172","Phosphorylation of RBOHH","Vigna angularis"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-VRA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-VRA-9607172","Phosphorylation of RBOHH","Vigna radiata"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-VVN-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-VVN-9607172","Phosphorylation of RBOHH","Vitis vinifera"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-CCP-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-CCP-9607172","Phosphorylation of RBOHH","Corchorus capsularis"
"Q9FXQ3","R-GMA-9607185","Generation of superoxide radicals","R-ZMA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-ZMA-9607172","Phosphorylation of RBOHH","Zea mays"
"Q9FXQ3","R-GRA-9607185","Generation of superoxide radicals","R-AHA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-AHA-9607172","Phosphorylation of RBOHH","Arabidopsis halleri"
"Q9FXQ3","R-GRA-9607185","Generation of superoxide radicals","R-ATA-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-ATA-9607172","Phosphorylation of RBOHH","Aegilops tauschii"
"Q9FXQ3","R-GRA-9607185","Generation of superoxide radicals","R-ATH-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-ATH-9607172","Phosphorylation of RBOHH","Arabidopsis thaliana"
"Q9FXQ3","R-GRA-9607185","Generation of superoxide radicals","R-BDI-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-BDI-9607172","Phosphorylation of RBOHH","Brachypodium distachyon"
"Q9FXQ3","R-GRA-9607185","Generation of superoxide radicals","R-ALY-9607172","http://plantreactome.gramene.org/PathwayBrowser/#/R-ALY-9607172","Phosphorylation of RBOHH","Arabidopsis lyrata"
